"Alue,""Tulotyyppi"",""2017"""
"091 457 Itakeskus,""Valtionveronalaiset tulot e / henkilo"",18889"
"091 457 Itakeskus,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",886487"
"091 457 Itakeskus,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",35081"
"091 457 Itakeskus,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",18403"
"091 457 Itakeskus,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",682712"
"091 457 Itakeskus,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",27017"
"091 457 Itakeskus,""Kunnallisverotuksessa verotettava tulo e / henkilo"",14173"
"091 702 Myllypuron peruspiiri,""Asuntokunnat"",5913"
"091 702 Myllypuron peruspiiri,""Henkilot"",12057"
"091 702 Myllypuron peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",2846640"
"091 702 Myllypuron peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",48142"
"091 702 Myllypuron peruspiiri,""Valtionveronalaiset tulot e / henkilo"",23610"
"091 702 Myllypuron peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2714646"
"091 702 Myllypuron peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",45910"
"091 702 Myllypuron peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22515"
"091 702 Myllypuron peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2168987"
"091 702 Myllypuron peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",36682"
"091 702 Myllypuron peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17989"
"091 454 Myllypuro,""Asuntokunnat"",5913"
"091 454 Myllypuro,""Henkilot"",12057"
"091 454 Myllypuro,""Valtionveronalaiset tulot yhteensa 100 e"",2846640"
"091 454 Myllypuro,""Valtionveronalaiset tulot e / asuntokunta"",48142"
"091 454 Myllypuro,""Valtionveronalaiset tulot e / henkilo"",23610"
"091 454 Myllypuro,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2714646"
"091 454 Myllypuro,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",45910"
"091 454 Myllypuro,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22515"
"091 454 Myllypuro,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2168987"
"091 454 Myllypuro,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",36682"
"091 454 Myllypuro,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17989"
"091 703 Mellunkylan peruspiiri,""Asuntokunnat"",19369"
"091 703 Mellunkylan peruspiiri,""Henkilot"",38594"
"091 703 Mellunkylan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",7810488"
"091 703 Mellunkylan peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",40325"
"091 703 Mellunkylan peruspiiri,""Valtionveronalaiset tulot e / henkilo"",20238"
"091 703 Mellunkylan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",7594723"
"091 703 Mellunkylan peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",39211"
"091 703 Mellunkylan peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",19679"
"091 703 Mellunkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",5903069"
"091 703 Mellunkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",30477"
"091 703 Mellunkylan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",15295"
"091 471 Kontula,""Asuntokunnat"",7379"
"091 471 Kontula,""Henkilot"",14264"
"091 471 Kontula,""Valtionveronalaiset tulot yhteensa 100 e"",2752255"
"091 471 Kontula,""Valtionveronalaiset tulot e / asuntokunta"",37298"
"091 471 Kontula,""Valtionveronalaiset tulot e / henkilo"",19295"
"091 471 Kontula,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2662983"
"091 471 Kontula,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",36089"
"091 471 Kontula,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",18669"
"091 471 Kontula,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2053297"
"091 471 Kontula,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",27826"
"091 471 Kontula,""Kunnallisverotuksessa verotettava tulo e / henkilo"",14395"
"091 472 Vesala,""Asuntokunnat"",3455"
"091 472 Vesala,""Henkilot"",7410"
"091 472 Vesala,""Valtionveronalaiset tulot yhteensa 100 e"",1583634"
"091 472 Vesala,""Valtionveronalaiset tulot e / asuntokunta"",45836"
"091 472 Vesala,""Valtionveronalaiset tulot e / henkilo"",21372"
"091 472 Vesala,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1542484"
"091 472 Vesala,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",44645"
"091 472 Vesala,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",20816"
"091 472 Vesala,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1215968"
"091 472 Vesala,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",35194"
"091 472 Vesala,""Kunnallisverotuksessa verotettava tulo e / henkilo"",16410"
"091 473 Mellunmaki,""Asuntokunnat"",4727"
"091 473 Mellunmaki,""Henkilot"",8720"
"091 473 Mellunmaki,""Valtionveronalaiset tulot yhteensa 100 e"",1981330"
"091 473 Mellunmaki,""Valtionveronalaiset tulot e / asuntokunta"",41915"
"091 473 Mellunmaki,""Valtionveronalaiset tulot e / henkilo"",22722"
"091 473 Mellunmaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1915339"
"091 473 Mellunmaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",40519"
"091 473 Mellunmaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",21965"
"091 473 Mellunmaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1509405"
"091 473 Mellunmaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",31932"
"091 473 Mellunmaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17310"
"091 474 Kivikko,""Asuntokunnat"",2384"
"091 474 Kivikko,""Henkilot"",5244"
"091 474 Kivikko,""Valtionveronalaiset tulot yhteensa 100 e"",954418"
"091 474 Kivikko,""Valtionveronalaiset tulot e / asuntokunta"",40034"
"091 474 Kivikko,""Valtionveronalaiset tulot e / henkilo"",18200"
"091 474 Kivikko,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",942621"
"091 474 Kivikko,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",39539"
"091 474 Kivikko,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",17975"
"091 474 Kivikko,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",722062"
"091 474 Kivikko,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",30288"
"091 474 Kivikko,""Kunnallisverotuksessa verotettava tulo e / henkilo"",13769"
"091 475 Kurkimaki,""Asuntokunnat"",1424"
"091 475 Kurkimaki,""Henkilot"",2956"
"091 475 Kurkimaki,""Valtionveronalaiset tulot yhteensa 100 e"",538851"
"091 475 Kurkimaki,""Valtionveronalaiset tulot e / asuntokunta"",37841"
"091 475 Kurkimaki,""Valtionveronalaiset tulot e / henkilo"",18229"
"091 475 Kurkimaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",531297"
"091 475 Kurkimaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",37310"
"091 475 Kurkimaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",17974"
"091 475 Kurkimaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",402337"
"091 475 Kurkimaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",28254"
"091 475 Kurkimaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",13611"
"091 704 Vuosaaren peruspiiri,""Asuntokunnat"",19538"
"091 704 Vuosaaren peruspiiri,""Henkilot"",38585"
"091 704 Vuosaaren peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",9222192"
"091 704 Vuosaaren peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",47201"
"091 704 Vuosaaren peruspiiri,""Valtionveronalaiset tulot e / henkilo"",23901"
"091 704 Vuosaaren peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",8788669"
"091 704 Vuosaaren peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",44982"
"091 704 Vuosaaren peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22777"
"091 704 Vuosaaren peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",7107649"
"091 704 Vuosaaren peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",36379"
"091 704 Vuosaaren peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",18421"
"091 541 Keski-Vuosaari,""Asuntokunnat"",7479"
"091 541 Keski-Vuosaari,""Henkilot"",13853"
"091 541 Keski-Vuosaari,""Valtionveronalaiset tulot yhteensa 100 e"",3285508"
"091 541 Keski-Vuosaari,""Valtionveronalaiset tulot e / asuntokunta"",43930"
"091 541 Keski-Vuosaari,""Valtionveronalaiset tulot e / henkilo"",23717"
"091 541 Keski-Vuosaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",3158426"
"091 541 Keski-Vuosaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",42231"
"091 541 Keski-Vuosaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22800"
"091 541 Keski-Vuosaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2540593"
"091 541 Keski-Vuosaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",33970"
"091 541 Keski-Vuosaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",18340"
"091 542 Nordsjon kartano,""Asuntokunnat"",.."
"091 542 Nordsjon kartano,""Henkilot"",.."
"091 542 Nordsjon kartano,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 542 Nordsjon kartano,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 542 Nordsjon kartano,""Valtionveronalaiset tulot e / henkilo"",.."
"091 542 Nordsjon kartano,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 542 Nordsjon kartano,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 542 Nordsjon kartano,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 542 Nordsjon kartano,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 542 Nordsjon kartano,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 542 Nordsjon kartano,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 543 Uutela,""Asuntokunnat"",.."
"091 543 Uutela,""Henkilot"",.."
"091 543 Uutela,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 543 Uutela,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 543 Uutela,""Valtionveronalaiset tulot e / henkilo"",.."
"091 543 Uutela,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 543 Uutela,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 543 Uutela,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 543 Uutela,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 543 Uutela,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 543 Uutela,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 544 Meri-Rastila,""Asuntokunnat"",2505"
"091 544 Meri-Rastila,""Henkilot"",5407"
"091 544 Meri-Rastila,""Valtionveronalaiset tulot yhteensa 100 e"",1069575"
"091 544 Meri-Rastila,""Valtionveronalaiset tulot e / asuntokunta"",42698"
"091 544 Meri-Rastila,""Valtionveronalaiset tulot e / henkilo"",19781"
"091 544 Meri-Rastila,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1040391"
"091 544 Meri-Rastila,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",41533"
"091 544 Meri-Rastila,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",19242"
"091 544 Meri-Rastila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",807285"
"091 544 Meri-Rastila,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",32227"
"091 544 Meri-Rastila,""Kunnallisverotuksessa verotettava tulo e / henkilo"",14930"
"091 545 Kallahti,""Asuntokunnat"",3302"
"091 545 Kallahti,""Henkilot"",6842"
"091 545 Kallahti,""Valtionveronalaiset tulot yhteensa 100 e"",1235837"
"091 545 Kallahti,""Valtionveronalaiset tulot e / asuntokunta"",37427"
"091 545 Kallahti,""Valtionveronalaiset tulot e / henkilo"",18063"
"091 545 Kallahti,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1188459"
"091 545 Kallahti,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",35992"
"091 545 Kallahti,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",17370"
"091 545 Kallahti,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",918975"
"091 545 Kallahti,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",27831"
"091 545 Kallahti,""Kunnallisverotuksessa verotettava tulo e / henkilo"",13431"
"091 546 Aurinkolahti,""Asuntokunnat"",4097"
"091 546 Aurinkolahti,""Henkilot"",7841"
"091 546 Aurinkolahti,""Valtionveronalaiset tulot yhteensa 100 e"",2396670"
"091 546 Aurinkolahti,""Valtionveronalaiset tulot e / asuntokunta"",58498"
"091 546 Aurinkolahti,""Valtionveronalaiset tulot e / henkilo"",30566"
"091 546 Aurinkolahti,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2233268"
"091 546 Aurinkolahti,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",54510"
"091 546 Aurinkolahti,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",28482"
"091 546 Aurinkolahti,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1875340"
"091 546 Aurinkolahti,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",45773"
"091 546 Aurinkolahti,""Kunnallisverotuksessa verotettava tulo e / henkilo"",23917"
"091 547 Rastila,""Asuntokunnat"",2150"
"091 547 Rastila,""Henkilot"",4635"
"091 547 Rastila,""Valtionveronalaiset tulot yhteensa 100 e"",1231475"
"091 547 Rastila,""Valtionveronalaiset tulot e / asuntokunta"",57278"
"091 547 Rastila,""Valtionveronalaiset tulot e / henkilo"",26569"
"091 547 Rastila,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1165515"
"091 547 Rastila,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",54210"
"091 547 Rastila,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",25146"
"091 547 Rastila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",963087"
"091 547 Rastila,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",44795"
"091 547 Rastila,""Kunnallisverotuksessa verotettava tulo e / henkilo"",20779"
"091 548 Niinisaari,""Asuntokunnat"",.."
"091 548 Niinisaari,""Henkilot"",.."
"091 548 Niinisaari,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 548 Niinisaari,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 548 Niinisaari,""Valtionveronalaiset tulot e / henkilo"",.."
"091 548 Niinisaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 548 Niinisaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 548 Niinisaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 548 Niinisaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 548 Niinisaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 548 Niinisaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 549 Mustavuori,""Asuntokunnat"",.."
"091 549 Mustavuori,""Henkilot"",.."
"091 549 Mustavuori,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 549 Mustavuori,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 549 Mustavuori,""Valtionveronalaiset tulot e / henkilo"",.."
"091 549 Mustavuori,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 549 Mustavuori,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 549 Mustavuori,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 549 Mustavuori,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 549 Mustavuori,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 549 Mustavuori,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 801 ostersundomin peruspiiri,""Asuntokunnat"",668"
"091 801 ostersundomin peruspiiri,""Henkilot"",2007"
"091 801 ostersundomin peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",984498"
"091 801 ostersundomin peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",147380"
"091 801 ostersundomin peruspiiri,""Valtionveronalaiset tulot e / henkilo"",49053"
"091 801 ostersundomin peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",702176"
"091 801 ostersundomin peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",105116"
"091 801 ostersundomin peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",34986"
"091 801 ostersundomin peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",603924"
"091 801 ostersundomin peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",90408"
"091 801 ostersundomin peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",30091"
"091 550 ostersundom,""Asuntokunnat"",201"
"091 550 ostersundom,""Henkilot"",523"
"091 550 ostersundom,""Valtionveronalaiset tulot yhteensa 100 e"",184059"
"091 550 ostersundom,""Valtionveronalaiset tulot e / asuntokunta"",91572"
"091 550 ostersundom,""Valtionveronalaiset tulot e / henkilo"",35193"
"091 550 ostersundom,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",152014"
"091 550 ostersundom,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",75629"
"091 550 ostersundom,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",29066"
"091 550 ostersundom,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",127357"
"091 550 ostersundom,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",63362"
"091 550 ostersundom,""Kunnallisverotuksessa verotettava tulo e / henkilo"",24351"
"091 560 Salmenkallio,""Asuntokunnat"",.."
"091 560 Salmenkallio,""Henkilot"",.."
"091 560 Salmenkallio,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 560 Salmenkallio,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 560 Salmenkallio,""Valtionveronalaiset tulot e / henkilo"",.."
"091 560 Salmenkallio,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 560 Salmenkallio,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 560 Salmenkallio,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 560 Salmenkallio,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 560 Salmenkallio,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 560 Salmenkallio,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 570 Talosaari,""Asuntokunnat"",.."
"091 570 Talosaari,""Henkilot"",.."
"091 570 Talosaari,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 570 Talosaari,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 570 Talosaari,""Valtionveronalaiset tulot e / henkilo"",.."
"091 570 Talosaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 570 Talosaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 570 Talosaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 570 Talosaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 570 Talosaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 570 Talosaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 580 Karhusaari,""Asuntokunnat"",131"
"091 580 Karhusaari,""Henkilot"",418"
"091 580 Karhusaari,""Valtionveronalaiset tulot yhteensa 100 e"",246019"
"091 580 Karhusaari,""Valtionveronalaiset tulot e / asuntokunta"",187801"
"091 580 Karhusaari,""Valtionveronalaiset tulot e / henkilo"",58856"
"091 580 Karhusaari,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",173308"
"091 580 Karhusaari,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",132296"
"091 580 Karhusaari,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",41461"
"091 580 Karhusaari,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",152680"
"091 580 Karhusaari,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",116549"
"091 580 Karhusaari,""Kunnallisverotuksessa verotettava tulo e / henkilo"",36526"
"091 591 Landbo,""Asuntokunnat"",232"
"091 591 Landbo,""Henkilot"",788"
"091 591 Landbo,""Valtionveronalaiset tulot yhteensa 100 e"",315637"
"091 591 Landbo,""Valtionveronalaiset tulot e / asuntokunta"",136050"
"091 591 Landbo,""Valtionveronalaiset tulot e / henkilo"",40055"
"091 591 Landbo,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",291948"
"091 591 Landbo,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",125840"
"091 591 Landbo,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",37049"
"091 591 Landbo,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",252076"
"091 591 Landbo,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",108653"
"091 591 Landbo,""Kunnallisverotuksessa verotettava tulo e / henkilo"",31989"
"091 592 Puroniitty,""Asuntokunnat"",.."
"091 592 Puroniitty,""Henkilot"",.."
"091 592 Puroniitty,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 592 Puroniitty,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 592 Puroniitty,""Valtionveronalaiset tulot e / henkilo"",.."
"091 592 Puroniitty,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 592 Puroniitty,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 592 Puroniitty,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 592 Puroniitty,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 592 Puroniitty,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 592 Puroniitty,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 999 Muut,""Asuntokunnat"",.."
"091 999 Muut,""Henkilot"",.."
"091 999 Muut,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 999 Muut,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 999 Muut,""Valtionveronalaiset tulot e / henkilo"",.."
"091 999 Muut,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 999 Muut,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 999 Muut,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 999 Muut,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 999 Muut,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 999 Muut,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 998 Kantakaupunki,""Asuntokunnat"",117042"
"091 998 Kantakaupunki,""Henkilot"",199318"
"091 998 Kantakaupunki,""Valtionveronalaiset tulot yhteensa 100 e"",73427546"
"091 998 Kantakaupunki,""Valtionveronalaiset tulot e / asuntokunta"",62736"
"091 998 Kantakaupunki,""Valtionveronalaiset tulot e / henkilo"",36839"
"091 998 Kantakaupunki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",64107673"
